code,description,manufacturer,car_type,category,common_cause,fix_tip
P0617,Starter Relay A Circuit High,P,,,,
P0618,Alternative Fuel Control Module KAM Error,P,,,,
P0619,Alternative Fuel Control Module RAM/ROM Error,P,,,,
P061A,Internal Control Module Torque Performance,P,,,,
P061B,Internal Control Module Torque Calculation Performance,P,,,,
P061C,Internal Control Module Engine RPM Performance,P,,,,
P061D,Internal Control Module Engine Air Mass Performance,P,,,,
P061E,Internal Control Module Brake Signal Performance,P,,,,
P061F,Internal Control Module Throttle Actuator Controller Performance,P,,,,
P0620,Generator Control Circuit,P,,,,
P0621,Generator Lamp/L Terminal Circuit,P,,,,
P0622,Generator Field/F Terminal Circuit,P,,,,
P0623,Generator Lamp Control Circuit,P,,,,
P0624,Fuel Cap Lamp Control Circuit,P,,,,
P0625,Generator Field/F Terminal Circuit Low,P,,,,
P0626,Generator Field/F Terminal Circuit High,P,,,,
P0627,Fuel Pump A Control Circuit/Open,P,,,,
P0628,Fuel Pump A Control Circuit Low,P,,,,
P0629,Fuel Pump A Control Circuit High,P,,,,
P062A,Fuel Pump A Control Circuit Range/Performance,P,,,,
P062B,Internal Control Module Fuel Injector Control Performance,P,,,,
P062C,Internal Control Module Vehicle Speed Performance,P,,,,
P062D,Fuel Injector Driver Circuit Performance Bank 1,P,,,,
P062E,Fuel Injector Driver Circuit Performance Bank 2,P,,,,
P062F,Internal Control Module EEPROM Error,P,,,,
P0630,VIN Not Programmed or Incompatible - ECM/PCM,P,,,,
P0631,VIN Not Programmed or Incompatible - TCM,P,,,,
P0632,Odometer Not Programmed - ECM/PCM,P,,,,
P0633,Immobilizer Key Not Programmed - ECM/PCM,P,,,,
P0634,Control Module Internal Temperature A Too High,P,,,,
P0635,Power Steering Control Circuit,P,,,,
P0636,Power Steering Control Circuit Low,P,,,,
P0637,Power Steering Control Circuit High,P,,,,
P0638,Throttle Actuator Control Range/Performance Bank 1,P,,,,
P0639,Throttle Actuator Control Range/Performance Bank 2,P,,,,
P063A,Generator Voltage Sense Circuit A,P,,,,
P063B,Generator Voltage Sense Circuit A Range/Performance,P,,,,
P063C,Generator Voltage Sense Circuit A Low,P,,,,
P063D,Generator Voltage Sense Circuit A High,P,,,,
P063E,Auto Configuration Throttle Input Not Present Bank 1,P,,,,
P063F,Auto Configuration Engine Coolant Temperature Input Not Present,P,,,,
P0640,Intake Air Heater Control Circuit,P,,,,
P0641,Sensor Reference Voltage A Circuit/Open,P,,,,
P0642,Sensor Reference Voltage A Circuit Low,P,,,,
P0643,Sensor Reference Voltage A Circuit High,P,,,,
P0644,Driver Display Serial Communication Circuit,P,,,,
P0645,A/C Clutch Relay Control Circuit,P,,,,
P0646,A/C Clutch Relay Control Circuit Low,P,,,,
P0647,A/C Clutch Relay Control Circuit High,P,,,,
P0648,Immobilizer Lamp Control Circuit,P,,,,
P0649,Speed Control Lamp Control Circuit,P,,,,
P064A,Fuel Pump Control Module A,P,,,,
P064B,PTO Control Module,P,,,,
P064C,Glow Plug Control Module 1,P,,,,
P064D,Internal Control Module O2 Sensor Processor Performance Bank 1,P,,,,
P064E,Internal Control Module O2 Sensor Processor Performance Bank 2,P,,,,
P064F,Unauthorized Software/Calibration Detected,P,,,,
P0650,MIL Control Circuit/Open,P,,,,
P0651,Sensor Reference Voltage B Circuit/Open,P,,,,
P0652,Sensor Reference Voltage B Circuit Low,P,,,,
P0653,Sensor Reference Voltage B Circuit High,P,,,,
P0654,Engine RPM Output Circuit/Open,P,,,,
P0655,Engine Hot Lamp Output Control Circuit,P,,,,
P0656,Fuel Level Output Circuit,P,,,,
P0657,Actuator Supply Voltage A Circuit/Open,P,,,,
P0658,Actuator Supply Voltage A Circuit Low,P,,,,
P0659,Actuator Supply Voltage A Circuit High,P,,,,
P065A,Generator System Performance,P,,,,
P065B,Generator A Control Circuit Range/Performance,P,,,,
P065C,Generator A Mechanical Performance,P,,,,
P065D,Reductant System Malfunction Lamp Control Circuit,P,,,,
P065E,Intake Manifold Tuning Valve Performance Bank 1,P,,,,
P065F,Intake Manifold Tuning Valve Performance Bank 2,P,,,,
P0660,Intake Manifold Tuning Valve Control Circuit/Open Bank 1,P,,,,
P0661,Intake Manifold Tuning Valve Control Circuit Low Bank 1,P,,,,
P0662,Intake Manifold Tuning Valve Control Circuit High Bank 1,P,,,,
P0663,Intake Manifold Tuning Valve Control Circuit/Open Bank 2,P,,,,
P0664,Intake Manifold Tuning Valve Control Circuit Low Bank 2,P,,,,
P0665,Intake Manifold Tuning Valve Control Circuit High Bank 2,P,,,,
P0666,Control Module Internal Temperature Sensor A Circuit,P,,,,
P0667,Control Module Internal Temperature Sensor A Range/Performance,P,,,,
P0668,Control Module Internal Temperature Sensor A Circuit Low,P,,,,
P0669,Control Module Internal Temperature Sensor A Circuit High,P,,,,
P066A,Cylinder 1 Glow Plug Control Circuit Low,P,,,,
P066B,Cylinder 1 Glow Plug Control Circuit High,P,,,,
P066C,Cylinder 2 Glow Plug Control Circuit Low,P,,,,
P066D,Cylinder 2 Glow Plug Control Circuit High,P,,,,
P066E,Cylinder 3 Glow Plug Control Circuit Low,P,,,,
P066F,Cylinder 3 Glow Plug Control Circuit High,P,,,,
P0670,Glow Plug Control Module 1 Control Circuit/Open,P,,,,
P0671,Cylinder 1 Glow Plug Circuit/Open,P,,,,
P0672,Cylinder 2 Glow Plug Circuit/Open,P,,,,
P0673,Cylinder 3 Glow Plug Circuit/Open,P,,,,
P0674,Cylinder 4 Glow Plug Circuit/Open,P,,,,
P0675,Cylinder 5 Glow Plug Circuit/Open,P,,,,
P0676,Cylinder 6 Glow Plug Circuit/Open,P,,,,
P0677,Cylinder 7 Glow Plug Circuit/Open,P,,,,
P0678,Cylinder 8 Glow Plug Circuit/Open,P,,,,
P0679,Cylinder 9 Glow Plug Circuit/Open,P,,,,
P067A,Cylinder 4 Glow Plug Control Circuit Low,P,,,,
P067B,Cylinder 4 Glow Plug Control Circuit High,P,,,,
P067C,Cylinder 5 Glow Plug Control Circuit Low,P,,,,
P067D,Cylinder 5 Glow Plug Control Circuit High,P,,,,
P067E,Cylinder 6 Glow Plug Control Circuit Low,P,,,,
P067F,Cylinder 6 Glow Plug Control Circuit High,P,,,,
P0680,Cylinder 10 Glow Plug Circuit/Open,P,,,,
P0681,Cylinder 11 Glow Plug Circuit/Open,P,,,,
P0682,Cylinder 12 Glow Plug Circuit/Open,P,,,,
P0683,Glow Plug Control Module 1 to PCM Communication Circuit,P,,,,
P0684,Glow Plug Control Module 1 to PCM Communication Circuit Range/Performance,P,,,,
P0685,ECM/PCM Power Relay Control Circuit/Open,P,,,,
P0686,ECM/PCM Power Relay Control Circuit Low,P,,,,
P0687,ECM/PCM Power Relay Control Circuit High,P,,,,
P0688,ECM/PCM Power Relay Sense Circuit/Open,P,,,,
P0689,ECM/PCM Power Relay Sense Circuit Low,P,,,,
P068A,ECM/PCM Power Relay De-Energized Performance - Too Early,P,,,,
P068B,ECM/PCM Power Relay De-Energized Performance - Too Late,P,,,,
P068C,Cylinder 7 Glow Plug Control Circuit Low,P,,,,
P068D,Cylinder 7 Glow Plug Control Circuit High,P,,,,
P068E,Cylinder 8 Glow Plug Control Circuit Low,P,,,,
P068F,Cylinder 8 Glow Plug Control Circuit High,P,,,,
P0690,ECM/PCM Power Relay Sense Circuit High,P,,,,
P0691,Fan 1 Control Circuit Low,P,,,,
P0692,Fan 1 Control Circuit High,P,,,,
P0693,Fan 2 Control Circuit Low,P,,,,
P0694,Fan 2 Control Circuit High,P,,,,
P0695,Fan 3 Control Circuit Low,P,,,,
P0696,Fan 3 Control Circuit High,P,,,,
P0697,Sensor Reference Voltage C Circuit/Open,P,,,,
P0698,Sensor Reference Voltage C Circuit Low,P,,,,
P0699,Sensor Reference Voltage C Circuit High,P,,,,
P069A,Cylinder 9 Glow Plug Control Circuit Low,P,,,,
P069B,Cylinder 9 Glow Plug Control Circuit High,P,,,,
P069C,Cylinder 10 Glow Plug Control Circuit Low,P,,,,
P069D,Cylinder 10 Glow Plug Control Circuit High,P,,,,
P069E,Fuel Pump Control Module Requested MIL Illumination,P,,,,
P069F,Throttle Actuator Control Lamp Control Circuit,P,,,,
P06A0,Variable A/C Compressor Control Circuit,P,,,,
P06A1,Variable A/C Compressor Control Circuit Low,P,,,,
P06A2,Variable A/C Compressor Control Circuit High,P,,,,
P06A3,Sensor Reference Voltage D Circuit/Open,P,,,,
P06A4,Sensor Reference Voltage D Circuit Low,P,,,,
P06A5,Sensor Reference Voltage D Circuit High,P,,,,
P06A6,Sensor Reference Voltage A Circuit Range/Performance,P,,,,
P06A7,Sensor Reference Voltage B Circuit Range/Performance,P,,,,
P06A8,Sensor Reference Voltage C Circuit Range/Performance,P,,,,
P06A9,Sensor Reference Voltage D Circuit Range/Performance,P,,,,
P06AA,Control Module Internal Temperature B Too High,P,,,,
P06AB,Control Module Internal Temperature Sensor B Circuit,P,,,,
P06AC,Control Module Internal Temperature Sensor B Range/Performance,P,,,,
P06AD,Control Module Internal Temperature Sensor B Circuit Low,P,,,,
P06AE,Control Module Internal Temperature Sensor B Circuit High,P,,,,
P06AF,Torque Management System - Forced Engine Shutdown,P,,,,
P06B0,Sensor Power Supply A Circuit/Open,P,,,,
P06B1,Sensor Power Supply A Circuit Low,P,,,,
P06B2,Sensor Power Supply A Circuit High,P,,,,
P06B3,Sensor Power Supply B Circuit/Open,P,,,,
P06B4,Sensor Power Supply B Circuit Low,P,,,,
P06B5,Sensor Power Supply B Circuit High,P,,,,
P06B6,Internal Control Module Knock/Combustion Vibration Sensor Processor 1 Performance,P,,,,
P06B7,Internal Control Module Knock/Combustion Vibration Sensor Processor 2 Performance,P,,,,
P06B8,Internal Control Module Non-Volatile Random Access Memory (NVRAM) Error,P,,,,
P06B9,Cylinder 1 Glow Plug Circuit Range/Performance,P,,,,
P06BA,Cylinder 2 Glow Plug Circuit Range/Performance,P,,,,
P06BB,Cylinder 3 Glow Plug Circuit Range/Performance,P,,,,
P06BC,Cylinder 4 Glow Plug Circuit Range/Performance,P,,,,
P06BD,Cylinder 5 Glow Plug Circuit Range/Performance,P,,,,
P06BE,Cylinder 6 Glow Plug Circuit Range/Performance,P,,,,
P06BF,Cylinder 7 Glow Plug Circuit Range/Performance,P,,,,
P06C0,Cylinder 8 Glow Plug Circuit Range/Performance,P,,,,
P06C1,Cylinder 9 Glow Plug Circuit Range/Performance,P,,,,
P06C2,Cylinder 10 Glow Plug Circuit Range/Performance,P,,,,
P06C3,Cylinder 11 Glow Plug Circuit Range/Performance,P,,,,
P06C4,Cylinder 12 Glow Plug Circuit Range/Performance,P,,,,
P06C5,Cylinder 1 Glow Plug Incorrect,P,,,,
P06C6,Cylinder 2 Glow Plug Incorrect,P,,,,
P06C7,Cylinder 3 Glow Plug Incorrect,P,,,,
P06C8,Cylinder 4 Glow Plug Incorrect,P,,,,
P06C9,Cylinder 5 Glow Plug Incorrect,P,,,,
P06CA,Cylinder 6 Glow Plug Incorrect,P,,,,
P06CB,Cylinder 7 Glow Plug Incorrect,P,,,,
P06CC,Cylinder 8 Glow Plug Incorrect,P,,,,
P06CD,Cylinder 9 Glow Plug Incorrect,P,,,,
P06CE,Cylinder 10 Glow Plug Incorrect,P,,,,
P06CF,Cylinder 11 Glow Plug Incorrect,P,,,,
P06D0,Cylinder 12 Glow Plug Incorrect,P,,,,
P06D1,Internal Control Module Ignition Coil Control Performance,P,,,,
P06D2,Sensor Reference Voltage E Circuit/Open,P,,,,
P06D3,Sensor Reference Voltage E Circuit Low,P,,,,
P06D4,Sensor Reference Voltage E Circuit High,P,,,,
P06D5,Sensor Reference Voltage E Circuit Range/Performance,P,,,,
P06D6,Sensor Reference Voltage F Circuit/Open,P,,,,
P06D7,Sensor Reference Voltage F Circuit Low,P,,,,
P06D8,Sensor Reference Voltage F Circuit High,P,,,,
P06D9,Sensor Reference Voltage F Circuit Range/Performance,P,,,,
P06DA,Engine Oil Pressure Control Circuit/Open,P,,,,
P06DB,Engine Oil Pressure Control Circuit Low,P,,,,
P06DC,Engine Oil Pressure Control Circuit High,P,,,,
P06DD,Engine Oil Pressure Control Circuit Performance/Stuck Off,P,,,,
P06DE,Engine Oil Pressure Control Circuit Stuck On,P,,,,
P06DF,Glow Plug Control Module 1 Memory Checksum Error,P,,,,
P06E0,Cylinder 11 Glow Plug Control Circuit Low,P,,,,
P06E1,Cylinder 11 Glow Plug Control Circuit High,P,,,,
P06E2,Cylinder 12 Glow Plug Control Circuit Low,P,,,,
P06E3,Cylinder 12 Glow Plug Control Circuit High,P,,,,
P06E4,Control Module Wake-up Circuit Performance,P,,,,
P06E5,Glow Plug Control Module 1 Performance,P,,,,
P06E6,Sensor Power Supply C Circuit/Open,P,,,,
P06E7,Sensor Power Supply C Circuit Low,P,,,,
P06E8,Sensor Power Supply C Circuit High,P,,,,
P06E9,Engine Starter Performance,P,,,,
P06EA,NOx Sensor Processor Performance Bank 1 Sensor 1,P,,,,
P06EB,NOx Sensor Processor Performance Bank 1 Sensor 2,P,,,,
P06EC,Fuel Injector Control Module Requested MIL Illumination,P,,,,
P06ED,Engine RPM Output Circuit Low,P,,,,
P06EE,Engine RPM Output Circuit High,P,,,,
P06EF,Engine Restart Performance,P,,,,
P06F0,Reductant Control Module Internal Temperature Sensor Circuit,P,,,,
P06F1,Reductant Control Module Internal Temperature Sensor Range/Performance,P,,,,
P06F2,Reductant Control Module Internal Temperature Sensor Circuit Low,P,,,,
P06F3,Reductant Control Module Internal Temperature Sensor Circuit High,P,,,,
P06F4,Stop-Start Mode Lamp Control Circuit,P,,,,
P06F5,Glow Plug Control Module 2,P,,,,
P06F6,Glow Plug Control Module 2 Control Circuit/Open,P,,,,
P06F7,Glow Plug Control Module 2 Control Circuit Low,P,,,,
P06F8,Glow Plug Control Module 2 Control Circuit High,P,,,,
P06F9,Glow Plug Control Module 2 System Voltage,P,,,,
P06FA,Glow Plug Control Module 2 Performance,P,,,,
P06FB,Glow Plug Control Module 2 Memory Checksum Error,P,,,,
P06FC,Glow Plug Control Module 2 to PCM Communication Circuit,P,,,,
P06FD,Glow Plug Control Module 2 to PCM Communication Circuit Range/Performance,P,,,,
P06FE,Cold Start Diesel Intake Air Flow Control Performance,P,,,,
P06FF,Economy Mode Lamp Control Circuit,P,,,,
P0700,Transmission Control System (MIL Request),P,,,,
P0701,Transmission Control System Range/Performance,P,,,,
P0702,Transmission Control System Electrical,P,,,,
P0703,Brake Switch B Circuit,P,,,,
P0704,Clutch Switch Input Circuit,P,,,,
P0705,Transmission Range Sensor A Circuit (PRNDL Input),P,,,,
P0706,Transmission Range Sensor A Circuit Range/Performance,P,,,,
P0707,Transmission Range Sensor A Circuit Low,P,,,,
P0708,Transmission Range Sensor A Circuit High,P,,,,
P0709,Transmission Range Sensor A Circuit Intermittent,P,,,,
P070A,Transmission Fluid Level Sensor Circuit,P,,,,
P070B,Transmission Fluid Level Sensor Circuit Range/Performance,P,,,,
P070C,Transmission Fluid Level Sensor Circuit Low,P,,,,
P070D,Transmission Fluid Level Sensor Circuit High,P,,,,
P070E,Transmission Fluid Level Sensor Circuit intermittent/Erratic,P,,,,
P070F,Transmission Fluid Level Too Low,P,,,,
P0710,Transmission Fluid Temperature Sensor A Circuit,P,,,,
P0711,Transmission Fluid Temperature Sensor A Circuit Range/Performance,P,,,,
P0712,Transmission Fluid Temperature Sensor A Circuit Low,P,,,,
P0713,Transmission Fluid Temperature Sensor A Circuit High,P,,,,
P0714,Transmission Fluid Temperature Sensor A Circuit Intermittent,P,,,,
P0715,Input/Turbine Shaft Speed Sensor A Circuit,P,,,,
P0716,Input/Turbine Shaft Speed Sensor A Circuit Range/Performance,P,,,,
P0717,Input/Turbine Shaft Speed Sensor A Circuit No Signal,P,,,,
P0718,Input/Turbine Shaft Speed Sensor A Circuit Intermittent,P,,,,
P0719,Brake Switch B Circuit Low,P,,,,
P071A,Transmission Mode Switch A Circuit,P,,,,
P071B,Transmission Mode Switch A Circuit Low,P,,,,
P071C,Transmission Mode Switch A Circuit High,P,,,,
P071D,Transmission Mode Switch B Circuit,P,,,,
P071E,Transmission Mode Switch B Circuit Low,P,,,,
P071F,Transmission Mode Switch B Circuit High,P,,,,
P0720,Output Shaft Speed Sensor Circuit,P,,,,
P0721,Output Shaft Speed Sensor Circuit Range/Performance,P,,,,
P0722,Output Shaft Speed Sensor Circuit No Signal,P,,,,
P0723,Output Shaft Speed Sensor Circuit Intermittent,P,,,,
P0724,Brake Switch B Circuit High,P,,,,
P0725,Engine Speed Input Circuit,P,,,,
P0726,Engine Speed Input Circuit Range/Performance,P,,,,
P0727,Engine Speed Input Circuit No Signal,P,,,,
P0728,Engine Speed Input Circuit Intermittent,P,,,,
P0729,Gear 6 Incorrect Ratio,P,,,,
P072A,Stuck in Neutral,P,,,,
P072B,Stuck In Reverse,P,,,,
P072C,Stuck in Gear 1,P,,,,
P072D,Stuck in Gear 2,P,,,,
P072E,Stuck in Gear 3,P,,,,
P072F,Stuck in Gear 4,P,,,,
P0730,Incorrect Gear Ratio,P,,,,
P0731,Gear 1 Incorrect Ratio,P,,,,
P0732,Gear 2 Incorrect Ratio,P,,,,
P0733,Gear 3 Incorrect Ratio,P,,,,
P0734,Gear 4 Incorrect Ratio,P,,,,
P0735,Gear 5 Incorrect Ratio,P,,,,
P0736,Reverse Incorrect Ratio,P,,,,
P0737,TCM Engine Speed Output Circuit,P,,,,
P0738,TCM Engine Speed Output Circuit Low,P,,,,
P0739,TCM Engine Speed Output Circuit High,P,,,,
P073A,Stuck in Gear 5,P,,,,
P073B,Stuck in Gear 6,P,,,,
P073C,Stuck in Gear 7,P,,,,
P073D,Unable to Engage Neutral,P,,,,
P073E,Unable to Engage Reverse,P,,,,
P073F,Unable to Engage Gear 1,P,,,,
P0740,Torque Converter Clutch Circuit/Open,P,,,,
P0741,Torque Converter Clutch Circuit Performance/Stuck Off,P,,,,
P0742,Torque Converter Clutch Circuit Stuck On,P,,,,
P0743,Torque Converter Clutch Circuit Electrical,P,,,,
P0744,Torque Converter Clutch Circuit Intermittent,P,,,,
P0745,Pressure Control Solenoid A,P,,,,
P0746,Pressure Control Solenoid A Performance/Stuck Off,P,,,,
P0747,Pressure Control Solenoid A Stuck On,P,,,,
P0748,Pressure Control Solenoid A Electrical,P,,,,
P0749,Pressure Control Solenoid A Intermittent,P,,,,
P074A,Unable To Engage Gear 2,P,,,,
P074B,Unable To Engage Gear 3,P,,,,
P074C,Unable To Engage Gear 4,P,,,,
P074D,Unable To Engage Gear 5,P,,,,
P074E,Unable To Engage Gear 6,P,,,,
P074F,Unable To Engage Gear 7,P,,,,
P0750,Shift Solenoid A,P,,,,
P0751,Shift Solenoid A Performance/Stuck Off,P,,,,
P0752,Shift Solenoid A Stuck On,P,,,,
P0753,Shift Solenoid A Electrical,P,,,,
P0754,Shift Solenoid A Intermittent,P,,,,
P0755,Shift Solenoid B,P,,,,
P0756,Shift Solenoid B Performance/Stuck Off,P,,,,
P0757,Shift Solenoid B Stuck On,P,,,,
P0758,Shift Solenoid B Electrical,P,,,,
P0759,Shift Solenoid B Intermittent,P,,,,
P075A,Shift Solenoid G,P,,,,
P075B,Shift Solenoid G Performance/Stuck Off,P,,,,
P075C,Shift Solenoid G Stuck On,P,,,,
P075D,Shift Solenoid G Electrical,P,,,,
P075E,Shift Solenoid G Intermittent,P,,,,
P075F,Transmission Fluid Level Too High,P,,,,
P0760,Shift Solenoid C,P,,,,
P0761,Shift Solenoid C Performance/Stuck Off,P,,,,
P0762,Shift Solenoid C Stuck On,P,,,,
P0763,Shift Solenoid C Electrical,P,,,,
P0764,Shift Solenoid C Intermittent,P,,,,
P0765,Shift Solenoid D,P,,,,
P0766,Shift Solenoid D Performance/Stuck Off,P,,,,
P0767,Shift Solenoid D Stuck On,P,,,,
P0768,Shift Solenoid D Electrical,P,,,,
P0769,Shift Solenoid D Intermittent,P,,,,
P076A,Shift Solenoid H,P,,,,
P076B,Shift Solenoid H Performance/Stuck Off,P,,,,
P076C,Shift Solenoid H Stuck On,P,,,,
P076D,Shift Solenoid H Electrical,P,,,,
P076E,Shift Solenoid H Intermittent,P,,,,
P076F,Gear 7 Incorrect Ratio,P,,,,
P0770,Shift Solenoid E,P,,,,
P0771,Shift Solenoid E Performance/Stuck Off,P,,,,
P0772,Shift Solenoid E Stuck On,P,,,,
P0773,Shift Solenoid E Electrical,P,,,,
P0774,Shift Solenoid E Intermittent,P,,,,
P0775,Pressure Control Solenoid B,P,,,,
P0776,Pressure Control Solenoid B Performance/Stuck Off,P,,,,
P0777,Pressure Control Solenoid B Stuck On,P,,,,
P0778,Pressure Control Solenoid B Electrical,P,,,,
P0779,Pressure Control Solenoid B Intermittent,P,,,,
P077A,Output Shaft Speed Sensor Circuit - Loss of Direction Signal,P,,,,
P077B,Output Shaft Speed Sensor Circuit - Direction Error,P,,,,
P077C,Output Shaft Speed Sensor Circuit Low,P,,,,
P077D,Output Shaft Speed Sensor Circuit High,P,,,,
P077E,Transmission Fluid Temperature Measurement System - Multiple Sensor Correlation,P,,,,
P077F,Reverse 2 Incorrect Ratio,P,,,,
P0780,Shift Error,P,,,,
P0781,1-2 Shift,P,,,,
P0782,2-3 Shift,P,,,,
P0783,3-4 Shift,P,,,,
P0784,4-5 Shift,P,,,,
P0785,Shift Timing Solenoid A,P,,,,
P0786,Shift Timing Solenoid A Range/Performance,P,,,,
P0787,Shift Timing Solenoid A Low,P,,,,
P0788,Shift Timing Solenoid A High,P,,,,
P0789,Shift Timing Solenoid A Intermittent,P,,,,
